コード,銘柄名
3296,日本リート投資法人
3297,東武住販
3298,#ERROR!
3299,ムゲンエステート
3300,ＡＭＢＩＴＩＯＮ
3301,#ERROR!
3302,帝国繊維
3303,#ERROR!
3304,#ERROR!
3305,#ERROR!
3306,日本製麻
3307,#ERROR!
3308,日本ヘルスケア投資法人
3309,積水ハウス・リート投資法人
3310,#ERROR!
3311,アップガレージ
3312,#ERROR!
3313,ブックオフコーポレーション
3314,#ERROR!
3315,日本コークス工業
3316,東京日産コンピュータシステム
3317,フライングガーデン
3318,メガネスーパー
3319,ゴルフダイジェスト・オンライン
3320,クロスプラス
3321,ミタチ産業
3322,アルファグループ
3323,レカム
3324,#ERROR!
3325,ケンコーコム
3326,ランシステム
3327,#ERROR!
3328,ＢＥＥＮＯＳ
3329,東和フードサービス
3330,アガスタ
3331,雑貨屋ブルドッグ
3332,ＪＦＥ商事ホールディングス
3333,あさひ
3334,イーネット・ジャパン
3335,エー・ディ・エム
3336,#ERROR!
3337,サークルＫサンクス
3338,九九プラス
3339,#ERROR!
3340,#ERROR!
3341,日本調剤
3342,#ERROR!
3343,チップワンストップ
3344,ワンダーコーポレーション
3345,#ERROR!
3346,２１ＬＡＤＹ
3347,トラスト
3348,ジー・トレーディング
3349,コスモス薬品
3350,レッド・プラネット・ジャパン
3351,ＴＲＮコーポレーション
3352,バッファロー
3353,メディカル一光
3354,チェルト
3355,クリヤマホールディングス
3356,テリロジー
3357,#ERROR!
3358,ワイエスフード
3359,タイセイ
3360,シップヘルスケアホールディングス
3361,トーエル
3362,チムニー
3363,#ERROR!
3364,ナルミヤ・インターナショナル
3365,#ERROR!
3366,一六堂
3367,#ERROR!
3368,#ERROR!
3369,#ERROR!
3370,フジタコーポレーション
3371,ソフトクリエイトホールディングス
3372,関門海
3373,#ERROR!
3374,内外テック
3375,ＺＯＡ
3376,オンリー
3377,バイク王＆カンパニー
3378,#ERROR!
3379,#ERROR!
3380,#ERROR!
3381,ビズネット
3382,セブン＆アイ・ホールディングス
3383,ノア
3384,アークコア
3385,薬王堂
3386,コスモ・バイオ
3387,#ERROR!
3388,明治電機工業
3389,#ERROR!
3390,ＩＮＥＳＴ
3391,ツルハホールディングス
3392,デリカフーズホールディングス
3393,スターティア
3394,ネットワークバリューコンポネンツ
3395,サンマルクホールディングス
3396,フェリシモ
3397,トリドールホールディングス
3398,クスリのアオキ
3399,丸千代山岡家
3400,#ERROR!
3401,帝人
3402,東レ
3403,#ERROR!
3404,三菱レイヨン
3405,クラレ
3406,#ERROR!
3407,旭化成
3408,サカイオーベックス
3409,北日本紡績
3410,#ERROR!
3411,オートリ
3412,#ERROR!
3413,#ERROR!
3414,#ERROR!
3415,ＴＯＫＹＯ　ＢＡＳＥ
3416,ピクスタ
3417,大木ヘルスケアホールディングス
3418,バルニバービ
3419,アートグリーン
3420,ケー・エフ・シー
3421,稲葉製作所
3422,丸順
3423,エスイー
3424,ミヤコ
3425,#ERROR!
3426,アトムリビンテック
3427,#ERROR!
3428,#ERROR!
3429,ストロベリーコーポレーション
3430,#ERROR!
3431,宮地エンジニアリンググループ
3432,三協・立山ホールディングス
3433,トーカロ
3434,アルファ
3435,サンコーテクノ
3436,ＳＵＭＣＯ
3437,特殊電極
3438,#ERROR!
3439,三ツ知
3440,日創プロニティ
3441,山王
3442,ＭＩＥコーポレーション
3443,川田テクノロジーズ
3444,菊池製作所
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
3446,ジェイテックコーポレーション
3447,信和
3448,#ERROR!
3449,#ERROR!
3450,#ERROR!
3451,トーセイ・リート投資法人
3452,ビーロット
3453,ケネディクス商業リート投資法人
3454,ファーストブラザーズ
3455,ヘルスケア＆メディカル投資法人
3456,ＴＳＯＮ
3457,ハウスドゥ
3458,シーアールイー
3459,サムティ・レジデンシャル投資法人
3460,ジャパン・シニアリビング投資法人
3461,パルマ
3462,野村不動産マスターファンド投資法人
3463,いちごホテルリート投資法人
3464,プロパティエージェント
3465,ケイアイスター不動産
3466,ラサールロジポート投資法人
3467,アグレ都市デザイン
3468,スターアジア不動産投資法人
3469,デュアルタップ
3470,マリモ地方創生リート投資法人
3471,三井不動産ロジスティクスパーク投資法人
3472,大江戸温泉リート投資法人
3473,さくら総合リート投資法人
3474,Ｇ－ＦＡＣＴＯＲＹ
3475,グッドコムアセット
3476,投資法人みらい
3477,フォーライフ
3478,森トラスト・ホテルリート投資法人
3479,ティーケーピー
3480,ジェイ・エス・ビー
3481,三菱地所物流リート投資法人
3482,ロードスターキャピタル
3483,翔　栄
3484,テンポイノベーション
3485,#ERROR!
3486,グローバル・リンク・マネジメント
3487,ＣＲＥロジスティクスファンド投資法人
3488,ザイマックス・リート投資法人
3489,フェイスネットワーク
3490,アズ企画設計
3491,#ERROR!
3492,#ERROR!
3493,#ERROR!
3494,#ERROR!
3495,#ERROR!
3496,#ERROR!
3497,#ERROR!
3498,#ERROR!
3499,#ERROR!
3500,#ERROR!
3501,住江織物
3502,#ERROR!
3503,#ERROR!
3504,丸八ホールディングス
3505,#ERROR!
3506,#ERROR!
3507,#ERROR!
3508,#ERROR!
3509,#ERROR!
3510,#ERROR!
3511,#ERROR!
3512,日本フエルト
3513,イチカワ
3514,日本バイリーン
3515,フジコー
3516,#ERROR!
3517,#ERROR!
3518,#ERROR!
3519,#ERROR!
3520,#ERROR!
3521,エコナックホールディングス
3522,#ERROR!
3523,#ERROR!
3524,日東製網
3525,#ERROR!
3526,芦森工業
3527,#ERROR!
3528,プロスペクト
3529,アツギ
3530,#ERROR!
3531,#ERROR!
3532,#ERROR!
3533,#ERROR!
3534,ＮＢＣメッシュテック
3535,#ERROR!
3536,アクサスホールディングス
3537,昭栄薬品
3538,ウイルプラスホールディングス
3539,ジャパンミート
3540,歯愛メディカル
3541,農業総合研究所
3542,ベガコーポレーション
3543,コメダホールディングス
3544,サツドラホールディングス
3545,デファクトスタンダード
3546,ダイユー・リックホールディングス
3547,串カツ田中
3548,バロックジャパンリミテッド
3549,クスリのアオキホールディングス
3550,スタジオアタオ
3551,ダイニック
3552,#ERROR!
3553,共和レザー
3554,#ERROR!
3555,#ERROR!
3556,リネットジャパングループ
3557,ユナイテッド＆コレクティブ
3558,ロコンド
3559,ピーバンドットコム
3560,ほぼ日
3561,力の源ホールディングス
3562,Ｎｏ．１
3563,スシローグローバルホールディングス
3564,ＬＩＸＩＬビバ
3565,アセンテック
3566,ユニフォームネクスト
3567,#ERROR!
3568,#ERROR!
3569,セーレン
3570,#ERROR!
3571,ソトー
3572,#ERROR!
3573,#ERROR!
3574,#ERROR!
3575,#ERROR!
3576,#ERROR!
3577,東海染工
3578,倉庫精練
3579,#ERROR!
3580,小松精練
3581,#ERROR!
3582,#ERROR!
3583,オーベクス
3584,#ERROR!
3585,トムス・エンタテインメント
3586,#ERROR!
3587,グローバルアジアホールディングス
3588,#ERROR!
3589,#ERROR!
3590,#ERROR!
3591,ワコールホールディングス
3592,#ERROR!
3593,ホギメディカル
3594,#ERROR!
3595,#ERROR!
3596,#ERROR!
3597,自重堂
3598,山喜
3599,コーコス信岡
3600,フジックス
3601,#ERROR!
3602,#ERROR!
3603,#ERROR!
3604,川本産業
3605,サンエー・インターナショナル
3606,レナウン
3607,クラウディアホールディングス
3608,ＴＳＩホールディングス
3609,#ERROR!
3610,はかた匠工芸
3611,マツオカコーポレーション
3612,#ERROR!
3613,#ERROR!
3614,#ERROR!
3615,#ERROR!
3616,#ERROR!
3617,#ERROR!
3618,#ERROR!
3619,#ERROR!
3620,デジタルハーツ
3621,#ERROR!
3622,ネットイヤーグループ
3623,ビリングシステム
3624,アクセルマーク
3625,テックファームホールディングス
3626,ＴＩＳ
3627,ネオス
3628,データホライゾン
3629,クロス・マーケティング
3630,電算システム
3631,#ERROR!
3632,グリー
3633,ＧＭＯペパボ
3634,ソケッツ
3635,コーエーテクモホールディングス
3636,三菱総合研究所
3637,#ERROR!
3638,#ERROR!
3639,ボルテージ
3640,電算
3641,パピレス
3642,#ERROR!
3643,#ERROR!
3644,１ｓｔホールディングス
3645,メディカルネット
3646,駅探
3647,ジー・スリーホールディングス
3648,ＡＧＳ
3649,ファインデックス
3650,#ERROR!
3651,トライアンフ
3652,ディジタルメディアプロフェッショナル
3653,モルフォ
3654,ヒト・コミュニケーションズ
3655,ブレインパッド
3656,ＫＬａｂ
3657,#ERROR!
3658,イーブックイニシアティブジャパン
3659,ネクソン
3660,アイスタイル
3661,エムアップ
3662,エイチーム
3663,アートスパークホールディングス
3664,モブキャスト
3665,エニグモ
3666,テクノスジャパン
3667,ｅｎｉｓｈ
3668,コロプラ
3669,モバイルクリエイト
3670,協立情報通信
3671,ソフトマックス
3672,オルトプラス
3673,ブロードリーフ
3674,オークファン
3675,クロス・マーケティンググループ
3676,ハーツユナイテッドグループ
3677,システム情報
3678,メディアドゥホールディングス
3679,じげん
3680,ホットリンク
3681,ブイキューブ
3682,エンカレッジ・テクノロジ
3683,サイバーリンクス
3684,#ERROR!
3685,みんなのウェディング
3686,ディー・エル・イー
3687,フィックスターズ
3688,ＶＯＹＡＧＥ　ＧＲＯＵＰ
3689,イグニス
3690,ロックオン
3691,リアルワールド
3692,ＦＦＲＩ
3693,イーカムトゥ
3694,オプティム
3695,ＧＭＯリサーチ
3696,セレス
3697,ＳＨＩＦＴ
3698,ＣＲＩ・ミドルウェア
3699,#ERROR!
3700,#ERROR!
3701,#ERROR!
3702,#ERROR!
3703,#ERROR!
3704,#ERROR!
3705,#ERROR!
3706,#ERROR!
3707,#ERROR!
3708,特種東海製紙
3709,#ERROR!
3710,ジョルダン
3711,創通
3712,情報企画
3713,ネットマークス
3714,#ERROR!
3715,ドワンゴ
3716,#ERROR!
3717,#ERROR!
3718,#ERROR!
3719,ジェクシード
3720,#ERROR!
3721,#ERROR!
3722,日本ベリサイン
3723,日本ファルコム
3724,ベリサーブ
3725,#ERROR!
3726,フォーシーズホールディングス
3727,アプリックス
3728,#ERROR!
3729,#ERROR!
3730,マクロミル
3731,京王ズホールディングス
3732,イーウェーヴ
3733,ソフトウェア・サービス
3734,インテア・ホールディングス
3735,日立システムアンドサービス
3736,コネクトテクノロジーズ
3737,#ERROR!
3738,ティーガイア
3739,コムシード
3740,#ERROR!
3741,セック
3742,ＩＴｂｏｏｋ
3743,#ERROR!
3744,サイオス
3745,サミーネットワークス
3746,#ERROR!
3747,インタートレード
3748,#ERROR!
3749,ＳＢＩベリトランス
3750,セブンシーズホールディングス
3751,日本アジアグループ
3752,ワイズマン
3753,フライトホールディングス
3754,エキサイト
3755,#ERROR!
3756,豆蔵ホールディングス
3757,#ERROR!
3758,アエリア
3759,#ERROR!
3760,ケイブ
3761,#ERROR!
3762,テクマトリックス
3763,プロシップ
3764,#ERROR!
3765,ガンホー・オンライン・エンターテイメント
3766,システムズ・デザイン
3767,#ERROR!
3768,リスクモンスター
3769,ＧＭＯペイメントゲートウェイ
3770,ザッパラス
3771,システムリサーチ
3772,ウェルス・マネジメント
3773,アドバンスト・メディア
3774,インターネットイニシアティブ
3775,ガイアックス
3776,ブロードバンドタワー
3777,ジオネクスト
3778,さくらインターネット
3779,ジェイ・エスコムホールディングス
3780,#ERROR!
3781,ＤＰＧホールディングス
3782,ディー・ディー・エス
3783,ナノ・メディア
3784,ヴィンクス
3785,エイティング
3786,テレビ東京ブロードバンド
3787,テクノマセマティカル
3788,ＧＭＯクラウド
3789,ソネットエンタテインメント
3790,日本オフィス・システム
3791,ＩＧポート
3792,#ERROR!
3793,ドリコム
3794,エヌ・デーソフトウェア
3795,#ERROR!
3796,いい生活
3797,ファンダンゴ
3798,ＵＬＳグループ
3799,キーウェアソリューションズ
3800,ユニリタ
3801,アスキーソリューションズ
3802,エコミック
3803,イメージ情報開発
3804,システム　ディ
3805,#ERROR!
3806,#ERROR!
3807,フィスコ
3808,オウケイウェイヴ
3809,バリオセキュアネットワークス
3810,サイバーステップ
3811,ビットアイル
3812,ゲームオン
3813,ゴメス・コンサルティング
3814,アルファクス・フード・システム
3815,メディア工房
3816,大和コンピューター
3817,ＳＲＡホールディングス
3818,バンクテック・ジャパン
3819,#ERROR!
3820,ＪＢＩＳホールディングス
3821,フラクタリスト
3822,Ｍｉｎｏｒｉソリューションズ
3823,アクロディア
3824,メディアファイブ
3825,リミックスポイント
3826,システムインテグレータ
3827,#ERROR!
3828,ニフティ
3829,セルシス
3830,ギガプライズ
3831,パイプドビッツ
3832,Ｔ＆Ｃメディカルサイエンス
3833,#ERROR!
3834,朝日ネット
3835,ｅＢＡＳＥ
3836,アバント
3837,アドソル日進
3838,ＡＱインタラクティブ
3839,ＯＤＫソリューションズ
3840,パス
3841,ジーダット
3842,ネクストジェン
3843,フリービット
3844,コムチュア
3845,アイフリークモバイル
3846,エイチアイ
3847,パシフィックシステム
3848,データ・アプリケーション
3849,日本テクノ・ラボ
3850,エヌ・ティ・ティ・データ・イントラマート
3851,日本一ソフトウェア
3852,サイバーコム
3853,インフォテリア
3854,アイル
3855,#ERROR!
3856,Ａｂａｌａｎｃｅ
3857,ラック
3858,ユビキタス
3859,シナジーマーケティング
3860,#ERROR!
3861,王子ホールディングス
3862,#ERROR!
3863,日本製紙
3864,三菱製紙
3865,北越紀州製紙
3866,#ERROR!
3867,#ERROR!
3868,#ERROR!
3869,#ERROR!
3870,#ERROR!
3871,#ERROR!
3872,#ERROR!
3873,#ERROR!
3874,#ERROR!
3875,#ERROR!
3876,#ERROR!
3877,中越パルプ工業
3878,巴川製紙所
3879,#ERROR!
3880,大王製紙
3881,#ERROR!
3882,#ERROR!
3883,#ERROR!
3884,#ERROR!
3885,#ERROR!
3886,#ERROR!
3887,#ERROR!
3888,#ERROR!
3889,#ERROR!
3890,#ERROR!
3891,ニッポン高度紙工業
3892,岡山製紙
3893,日本製紙グループ本社
3894,#ERROR!
3895,ハビックス
3896,阿波製紙
3897,#ERROR!
3898,#ERROR!
3899,#ERROR!
3900,クラウドワークス
3901,マークラインズ
3902,メディカル・データ・ビジョン
3903,ｇｕｍｉ
3904,カヤック
3905,データセクション
3906,ＡＬＢＥＲＴ
3907,シリコンスタジオ
3908,コラボス
3909,ショーケース・ティービー
3910,エムケイシステム
3911,Ａｉｍｉｎｇ
3912,モバイルファクトリー
3913,ｓＭｅｄｉｏ
3914,ＪＩＧ－ＳＡＷ
3915,テラスカイ
3916,#ERROR!
3917,アイリッジ
3918,ＰＣＩホールディングス
3919,パイプドＨＤ
3920,アイビーシー
3921,ネオジャパン
3922,ＰＲ　ＴＩＭＥＳ
3923,ラクス
3924,ランドコンピュータ
3925,ダブルスタンダード
3926,オープンドア
3927,アークン
3928,マイネット
3929,ソーシャルワイヤー
3930,はてな
3931,バリューゴルフ
3932,アカツキ
3933,チエル
3934,ベネフィットジャパン
3935,エディア
3936,グローバルウェイ
3937,Ｕｂｉｃｏｍホールディングス
3938,ＬＩＮＥ
3939,カナミックネットワーク
3940,ノムラシステムコーポレーション
3941,レンゴー
3942,#ERROR!
3943,大石産業
3944,古林紙工
3945,スーパーバッグ
3946,トーモク
3947,ダイナパック
3948,光ビジネスフォーム
3949,#ERROR!
3950,ザ・パック
3951,朝日印刷
3952,中央紙器工業
3953,大村紙業
3954,昭和パックス
3955,イムラ封筒
3956,国際チャート
3957,#ERROR!
3958,#ERROR!
3959,#ERROR!
3960,バリューデザイン
3961,シルバーエッグ・テクノロジー
3962,チェンジ
3963,シンクロ・フード
3964,オークネット
3965,キャピタル・アセット・プランニング
3966,ユーザベース
3967,エルテス
3968,セグエグループ
3969,エイトレッド
3970,イノベーション
3971,#ERROR!
3972,#ERROR!
3973,#ERROR!
3974,ティビィシィ・スキヤツト
3975,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ
3976,シャノン
3977,フュージョン
3978,マクロミル
3979,うるる
3980,#ERROR!
3981,ビーグリー
3982,#ERROR!
3983,オロ
3984,ユーザーローカル
3985,テモナ
3986,ビーブレイクシステムズ
3987,エコモット
3988,ＳＹＳホールディングス
3989,シェアリングテクノロジー
3990,ＵＵＵＭ
3991,ウォンテッドリー
3992,ニーズウェル
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ
3994,マネーフォワード
3995,ＳＫＩＹＡＫＩ
3996,サインポスト
3997,トレードワークス
3998,すららネット
3999,ナレッジスイート
4000,#ERROR!
4001,#ERROR!
4002,#ERROR!
4003,コープケミカル
4004,昭和電工
4005,住友化学
4006,#ERROR!
4007,日本化成
4008,住友精化
4009,#ERROR!
4010,#ERROR!
4011,#ERROR!
4012,#ERROR!
4013,#ERROR!
4014,#ERROR!
4015,#ERROR!
4016,#ERROR!
4017,#ERROR!
4018,#ERROR!
4019,#ERROR!
4020,#ERROR!
4021,日産化学工業
4022,ラサ工業
4023,クレハ
4024,#ERROR!
4025,多木化学
4026,神島化学工業
4027,テイカ
4028,石原産業
4029,#ERROR!
4030,#ERROR!
4031,片倉コープアグリ
4032,#ERROR!
4033,日東エフシー
4034,#ERROR!
4035,#ERROR!
4036,#ERROR!
4037,#ERROR!
4038,#ERROR!
4039,#ERROR!
4040,#ERROR!
4041,日本曹達
4042,東ソー
4043,トクヤマ
4044,セントラル硝子
4045,東亞合成
4046,大阪ソーダ
4047,関東電化工業
4048,#ERROR!
4049,#ERROR!
4050,#ERROR!
4051,#ERROR!
4052,#ERROR!
4053,#ERROR!
4054,#ERROR!
4055,#ERROR!
4056,#ERROR!
4057,#ERROR!
4058,#ERROR!
4059,#ERROR!
4060,#ERROR!
4061,デンカ
4062,イビデン
4063,信越化学工業
4064,日本カーバイド工業
4065,#ERROR!
4066,#ERROR!
4067,#ERROR!
4068,#ERROR!
4069,#ERROR!
4070,#ERROR!
4071,#ERROR!
4072,#ERROR!
4073,#ERROR!
4074,#ERROR!
4075,#ERROR!
4076,#ERROR!
4077,#ERROR!
4078,堺化学工業
4079,#ERROR!
4080,田中化学研究所
4081,#ERROR!
4082,第一稀元素化学工業
4083,#ERROR!
4084,#ERROR!
4085,#ERROR!
4086,#ERROR!
4087,#ERROR!
4088,エア・ウォーター
4089,#ERROR!
4090,#ERROR!
4091,大陽日酸
4092,日本化学工業
4093,東邦アセチレン
4094,日本化学産業
4095,日本パーカライジング
4096,昭和炭酸
4097,高圧ガス工業
4098,チタン工業
4099,四国化成工業
4100,戸田工業
4101,#ERROR!
4102,丸尾カルシウム
4103,#ERROR!
4104,#ERROR!
4105,#ERROR!
4106,#ERROR!
4107,伊勢化学工業
4108,#ERROR!
4109,ステラ　ケミファ
4110,#ERROR!
4111,#ERROR!
4112,保土谷化学工業
4113,田岡化学工業
4114,日本触媒
4115,本州化学工業
4116,大日精化工業
4117,川崎化成工業
4118,カネカ
4119,日本ピグメント
4120,スガイ化学工業
4121,#ERROR!
4122,#ERROR!
4123,#ERROR!
4124,大阪油化工業
4125,#ERROR!
4126,#ERROR!
4127,#ERROR!
4128,#ERROR!
4129,#ERROR!
4130,#ERROR!
4131,#ERROR!
4132,#ERROR!
4133,#ERROR!
4134,#ERROR!
4135,#ERROR!
4136,#ERROR!
4137,#ERROR!
4138,#ERROR!
4139,#ERROR!
4140,#ERROR!
4141,#ERROR!
4142,#ERROR!
4143,#ERROR!
4144,#ERROR!
4145,#ERROR!
4146,#ERROR!
4147,#ERROR!
4148,#ERROR!
4149,#ERROR!
4150,#ERROR!
4151,協和発酵キリン
4152,#ERROR!
4153,#ERROR!
4154,#ERROR!
4155,#ERROR!
4156,#ERROR!
4157,#ERROR!
4158,#ERROR!
4159,#ERROR!
4160,#ERROR!
4161,#ERROR!
4162,#ERROR!
4163,#ERROR!
4164,#ERROR!
4165,#ERROR!
4166,#ERROR!
4167,#ERROR!
4168,#ERROR!
4169,#ERROR!
4170,#ERROR!
4171,#ERROR!
4172,#ERROR!
4173,#ERROR!
4174,#ERROR!
4175,#ERROR!
4176,#ERROR!
4177,#ERROR!
4178,#ERROR!
4179,#ERROR!
4180,#ERROR!
4181,#ERROR!
4182,三菱ガス化学
4183,三井化学
4184,#ERROR!
4185,ＪＳＲ
4186,東京応化工業
4187,大阪有機化学工業
4188,三菱ケミカルホールディングス
4189,ＫＨネオケム
4190,#ERROR!
4191,#ERROR!
4192,#ERROR!
4193,#ERROR!
4194,#ERROR!
4195,#ERROR!
4196,#ERROR!
4197,#ERROR!
4198,#ERROR!
4199,#ERROR!
4200,#ERROR!
4201,日本合成化学工業
4202,ダイセル
4203,住友ベークライト
4204,積水化学工業
4205,日本ゼオン
4206,アイカ工業
4207,#ERROR!
4208,宇部興産
4209,#ERROR!
4210,#ERROR!
4211,#ERROR!
4212,積水樹脂
4213,#ERROR!
4214,#ERROR!
4215,タキロンシーアイ
4216,旭有機材
4217,日立化成
4218,ニチバン
4219,#ERROR!
4220,リケンテクノス
4221,大倉工業
4222,児玉化学工業
4223,#ERROR!
4224,ロンシール工業
4225,#ERROR!
4226,#ERROR!
4227,#ERROR!
4228,積水化成品工業
4229,群栄化学工業
4230,#ERROR!
4231,タイガースポリマー
4232,#ERROR!
4233,プリヴェ企業再生グループ
4234,サンエー化研
4235,ウルトラファブリックス・ホールディングス
4236,#ERROR!
4237,フジプレアム
4238,ミライアル
4239,ポラテクノ
4240,クラスターテクノロジー
4241,アテクト
4242,タカギセイコー
4243,ニックス
4244,東山フイルム
4245,ダイキアクシス
4246,ダイキョーニシカワ
4247,ポバール興業
4248,竹本容器
4249,森六ホールディングス
4250,#ERROR!
4251,#ERROR!
4252,#ERROR!
4253,#ERROR!
4254,#ERROR!
4255,#ERROR!
4256,#ERROR!
4257,#ERROR!
4258,#ERROR!
4259,#ERROR!
4260,#ERROR!
4261,#ERROR!
4262,#ERROR!
4263,#ERROR!
4264,#ERROR!
4265,#ERROR!
4266,#ERROR!
4267,#ERROR!
4268,#ERROR!
4269,#ERROR!
4270,#ERROR!
4271,日本カーリット
4272,日本化薬
4273,#ERROR!
4274,細谷火工
4275,カーリットホールディングス
4276,#ERROR!
4277,#ERROR!
4278,#ERROR!
4279,#ERROR!
4280,ギャガ・コミュニケーションズ
4281,#ERROR!
4282,ＥＰＳホールディングス
4283,パナソニックインフォメーションシステムズ
4284,ソルクシーズ
4285,#ERROR!
4286,レッグス
4287,ジャストプランニング
4288,アズジェント
4289,ビジネストラスト
4290,プレステージ・インターナショナル
4291,ＪＩＥＣ
4292,#ERROR!
4293,セプテーニ・ホールディングス
4294,#ERROR!
4295,フェイス
4296,ゼンテック・テクノロジージャパン
4297,#ERROR!
4298,プロトコーポレーション
4299,ハイマックス
4300,ジグノシステムジャパン
4301,アミューズ
4302,オープンインタフェース
4303,シーエスケイコミュニケーションズ
4304,Ｅストアー
4305,アイ・エム・ジェイ
4306,バックスグループ
4307,野村総合研究所
4308,Ｊストリーム
4309,スパイア
4310,ドリームインキュベータ
4311,#ERROR!
4312,サイバネットシステム
4313,アイ・エックス・アイ
4314,ダヴィンチ・ホールディングス
4315,日清医療食品
4316,ビーマップ
4317,レイ
4318,クイック
4319,ＴＡＣ
4320,ＣＥホールディングス
4321,ケネディクス
4322,イーシステム
4323,日本システム技術
4324,電通
4325,#ERROR!
4326,インテージホールディングス
4327,日本エス・エイチ・エル
4328,#ERROR!
4329,ワークスアプリケーションズ
4330,セラーテムテクノロジー
4331,テイクアンドギヴ・ニーズ
4332,#ERROR!
4333,東邦システムサイエンス
4334,ユークス
4335,アイ・ピー・エス
4336,クリエアナブキ
4337,ぴあ
4338,#ERROR!
4339,スターキャット・ケーブルネットワーク
4340,シンプレクス・ホールディングス
4341,西菱電機
4342,セコム上信越
4343,イオンファンタジー
4344,ソースネクスト
4345,シーティーエス
4346,ネクシィーズグループ
4347,ブロードメディア
4348,インフォコム
4349,テスク
4350,メディカルシステムネットワーク
4351,山田債権回収管理総合事務所
4352,日本産業ホールディングズ
4353,#ERROR!
4354,#ERROR!
4355,ロングライフホールディング
4356,応用技術
4357,ラ・パルレ
4358,ティー・ワイ・オー
4359,#ERROR!
4360,#ERROR!
4361,川口化学工業
4362,日本精化
4363,#ERROR!
4364,マナック
4365,松本油脂製薬
4366,ダイトーケミックス
4367,広栄化学工業
4368,扶桑化学工業
4369,トリケミカル研究所
4370,#ERROR!
4371,#ERROR!
4372,#ERROR!
4373,#ERROR!
4374,#ERROR!
4375,#ERROR!
4376,#ERROR!
4377,#ERROR!
4378,#ERROR!
4379,#ERROR!
4380,Ｍマート
4381,ビープラッツ
4382,#ERROR!
4383,#ERROR!
4384,#ERROR!
4385,#ERROR!
4386,#ERROR!
4387,#ERROR!
4388,#ERROR!
4389,#ERROR!
4390,#ERROR!
4391,#ERROR!
4392,#ERROR!
4393,#ERROR!
4394,#ERROR!
4395,#ERROR!
4396,#ERROR!
4397,#ERROR!
4398,#ERROR!
4399,#ERROR!
4400,#ERROR!
4401,ＡＤＥＫＡ
4402,#ERROR!
4403,日油
4404,ミヨシ油脂
4405,#ERROR!
4406,新日本理化
4407,#ERROR!
4408,#ERROR!
4409,東邦化学工業
4410,ハリマ化成グループ
4411,#ERROR!
4412,#ERROR!
4413,#ERROR!
4414,#ERROR!
4415,#ERROR!
4416,#ERROR!
4417,#ERROR!
4418,#ERROR!
4419,#ERROR!
4420,#ERROR!
4421,#ERROR!
4422,#ERROR!
4423,#ERROR!
4424,#ERROR!
4425,#ERROR!
4426,#ERROR!
4427,#ERROR!
4428,#ERROR!
4429,#ERROR!
4430,#ERROR!
4431,#ERROR!
4432,#ERROR!
4433,#ERROR!
4434,#ERROR!
4435,#ERROR!
4436,#ERROR!
4437,#ERROR!
4438,#ERROR!
4439,#ERROR!
4440,#ERROR!
4441,#ERROR!
4442,#ERROR!
4443,#ERROR!
4444,#ERROR!
4445,#ERROR!
4446,#ERROR!
4447,#ERROR!
4448,#ERROR!
4449,#ERROR!
4450,#ERROR!
4451,#ERROR!
4452,花王
4453,#ERROR!
4454,#ERROR!
4455,#ERROR!
4456,#ERROR!
4457,#ERROR!
4458,#ERROR!
4459,#ERROR!
4460,#ERROR!
4461,第一工業製薬
4462,石原ケミカル
4463,日華化学
4464,ソフト９９コーポレーション
4465,ニイタカ
4466,#ERROR!
4467,#ERROR!
4468,#ERROR!
4469,#ERROR!
4470,#ERROR!
4471,三洋化成工業
4472,#ERROR!
4473,#ERROR!
4474,#ERROR!
4475,#ERROR!
4476,#ERROR!
4477,#ERROR!
4478,#ERROR!
4479,#ERROR!
4480,#ERROR!
4481,#ERROR!
4482,#ERROR!
4483,#ERROR!
4484,#ERROR!
4485,#ERROR!
4486,#ERROR!
4487,#ERROR!
4488,#ERROR!
4489,#ERROR!
4490,#ERROR!
4491,#ERROR!
4492,#ERROR!
4493,#ERROR!
4494,#ERROR!
4495,#ERROR!
4496,#ERROR!
4497,#ERROR!
4498,#ERROR!
4499,#ERROR!
4500,#ERROR!
4501,#ERROR!
4502,武田薬品工業
4503,アステラス製薬
4504,#ERROR!
4505,#ERROR!
4506,大日本住友製薬
4507,塩野義製薬
4508,田辺三菱製薬
4509,#ERROR!
4510,#ERROR!
4511,#ERROR!
4512,わかもと製薬
4513,#ERROR!
4514,あすか製薬
4515,#ERROR!
4516,日本新薬
4517,ビオフェルミン製薬
4518,#ERROR!
4519,中外製薬
4520,#ERROR!
4521,科研製薬
4522,#ERROR!
4523,エーザイ
4524,森下仁丹
4525,#ERROR!
4526,理研ビタミン
4527,ロート製薬
4528,小野薬品工業
4529,#ERROR!
4530,久光製薬
4531,有機合成薬品工業
4532,#ERROR!
4533,#ERROR!
4534,持田製薬
4535,大正製薬
4536,参天製薬
4537,エスエス製薬
4538,扶桑薬品工業
4539,日本ケミファ
4540,ツムラ
4541,日医工
4542,#ERROR!
4543,テルモ
4544,みらかホールディングス
4545,#ERROR!
4546,#ERROR!
4547,キッセイ薬品工業
4548,生化学工業
